"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_PassEndY","type_value_Angle","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_LayOff","type_value_OtherBodyPart","type_value_IntentionalAssist","type_value_RightFoot","type_value_ShotAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_GoalMouthY","type_value_BoxCentre","type_value_FirstTouch","type_value_Assisted","type_value_Volley","type_value_BigChance","type_value_GoalMouthZ","type_value_RelatedEventId","type_value_GoalKick","type_value_Head","type_value_Blocked","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_LowRight","type_value_OutfielderBlock","type_value_LowCentre","type_value_FromCorner","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_OverRun","type_value_AerialFoul","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_Penalty","type_value_Yellow","type_value_DivingSave","type_value_KeeperMissed","type_value_MissHigh","type_value_LastMan","type_value_BlockedCross","type_value_LowLeft","type_value_BoxLeft","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighCentre","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_ParriedDanger","type_value_Throughball","type_value_LeadingToAttempt","type_value_OneOnOne","value_StandingSave","value_PassEndY","value_Angle","value_Length","value_PassEndX","value_Zone","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Chipped","value_LeftFoot","value_Cross","value_MissRight","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_LayOff","value_OtherBodyPart","value_IntentionalAssist","value_RightFoot","value_ShotAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_GoalMouthY","value_BoxCentre","value_FirstTouch","value_Assisted","value_Volley","value_BigChance","value_GoalMouthZ","value_RelatedEventId","value_GoalKick","value_Head","value_Blocked","value_BlockedX","value_BlockedY","value_RegularPlay","value_LowRight","value_OutfielderBlock","value_LowCentre","value_FromCorner","value_IndividualPlay","value_OutOfBoxCentre","value_FastBreak","value_OverRun","value_AerialFoul","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_Penalty","value_Yellow","value_DivingSave","value_KeeperMissed","value_MissHigh","value_LastMan","value_BlockedCross","value_LowLeft","value_BoxLeft","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighCentre","value_ParriedSafe","value_KeeperSaveObox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_ParriedDanger","value_Throughball","value_LeadingToAttempt","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1147,599,55,15,161,15.75,49.64,"SecondHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,122714,15.75,49.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,2812648143,63,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",1,"Jose Sa","GK",TRUE,0,0,0,"J. Sa",1147,67,"Wolves",1147
1148,600,55,16,161,14.7,48.756,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 38, 215, 218)",TRUE,122714,26.145,41.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3166666666667,2812648257,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.5","5.70","13.7","24.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00977745,0.01132376,0.00154631,"Wolves","Brighton",1,"Jose Sa","GK",TRUE,12.3201131948639,0,-33.6415186494364,"J. Sa",1148,67,"Wolves",1148
1149,600.5,55,18,161,26.145,41.14,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,403693,29.925,25.84,NA,NA,NA,NA,NA,602,NA,NA,NA,NA,62.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01132376,0.01132376,0,"Wolves","Brighton",8,"Joao Gomes","MC",TRUE,0,3.66043067809618,-76.122470196792,"J. Gomes",1149,67,"Wolves",1149
1150,601,55,20,161,29.61,27.132,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,403693,29.61,27.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3833333333333,2812648275,63,NA,NA,NA,NA,NA,56,NA,NA,233,285,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",8,"Joao Gomes","MC",TRUE,0,0,0,"J. Gomes",1150,67,"Wolves",1150
1151,468,55,20,211,75.39,40.868,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,342889,75.39,40.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3833333333333,2812648267,63,178,NA,NA,NA,NA,56,NA,NA,233,NA,286,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",33,"Matt O'Riley","AMC",TRUE,0,0,0,"M. O'Riley",1151,67,"Wolves",1151
1152,602,55,23,161,29.925,25.84,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 36, 37, 216, 218)",TRUE,403693,37.59,47.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4333333333333,2812648343,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.5","1.24","23.4","35.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01132376,0.01269174,0.00136798,"Wolves","Brighton",8,"Joao Gomes","MC",TRUE,6.68089115017698,0,70.8717878750943,"J. Gomes",1152,67,"Wolves",1152
1153,603,55,25,161,38.745,48.62,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,397585,48.405,61.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4666666666667,2812648587,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.8","0.94","16.3","46.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01269174,0.01248344,-0.0002083,"Wolves","Brighton",7,"Andre","MC",TRUE,4.81932680730135,0,53.6448475825259,"Andre",1153,67,"Wolves",1153
1154,603.5,55,29,161,48.405,61.744,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,431283,79.905,55.964,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,62.5333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01248344,0.02953272,0.01704928,"Wolves","Brighton",24,"Toti Gomes","DC",TRUE,0,29.6802374895449,-10.397656397416,"T. Gomes",1154,67,"Wolves",1154
1155,604,55,33,161,79.905,55.964,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,431283,82.005,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,2812648649,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.7","1.34","9.4","78.1","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.02953272,0.02756312,-0.0019696,"Wolves","Brighton",24,"Toti Gomes","DC",TRUE,-5.30929812791259,0,77.021916665434,"T. Gomes",1155,67,"Wolves",1155
1156,605,55,37,161,80.325,63.648,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,355401,73.395,56.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6666666666667,2812648713,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.8","3.96","10.1","69.9","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.02756312,0.02401521,-0.00354791,"Wolves","Brighton",3,"Rayan Ait-Nouri","DML",TRUE,-0.10982937990682,0,-133.338671381186,"R. Ait-Nouri",1156,67,"Wolves",1156
1157,605.5,55,38.5,161,73.395,56.304,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362758,76.125,52.972,NA,NA,NA,NA,NA,606,NA,NA,NA,NA,62.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.02401521,0.02401521,0,"Wolves","Brighton",10,"Matheus Cunha","AMC",TRUE,0,4.13261292731838,-50.6712866404556,"M. Cunha",1157,67,"Wolves",1157
1158,606,55,40,161,76.125,52.972,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 38, 217, 218)",TRUE,362758,96.285,31.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7166666666667,2812648763,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.2","5.46","29.5","91.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",10,"Matheus Cunha","AMC",TRUE,25.4599887270779,0,-46.9166523833398,"M. Cunha",1158,67,"Wolves",1158
1159,469,55,41,211,7.875,36.448,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,298694,23.52,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7333333333333,2812648887,63,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.5","5.35","26.3","22.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",30,"Pervis Estupinan","DL",TRUE,0,0,-53.5064725402318,"P. Estupinan",1159,67,"Wolves",1159
1160,470,55,45,211,22.155,15.3,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,445059,56.28,1.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,2812648957,63,NA,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","5.89","36.9","53.6","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",27,"Mats Wieffer","DR",TRUE,0,0,-22.3177010346377,"M. Wieffer",1160,67,"Wolves",1160
1161,607,56,0,161,52.92,64.94,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,403693,70.875,66.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.05,2812649521,64,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.7","0.08","18.0","67.5","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01473596,0.02122129,0.00648533,"Wolves","Brighton",8,"Joao Gomes","MC",TRUE,13.4964211025859,0,4.76284942253114,"J. Gomes",1161,67,"Wolves",1161
1162,607.5,56,3,161,70.875,66.436,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,355401,79.905,52.7,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.02122129,0.02953272,0.00831143,"Wolves","Brighton",3,"Rayan Ait-Nouri","DML",TRUE,0,15.784734556746,-56.6792158091418,"R. Ait-Nouri",1162,67,"Wolves",1162
