"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_PassEndY","type_value_PassEndX","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_LeftFoot","type_value_Head","type_value_GoalKick","type_value_RightFoot","type_value_MissRight","type_value_Foul","type_value_FreekickTaken","type_value_Throughball","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_Assisted","type_value_LowCentre","type_value_RelatedEventId","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_HighClaim","type_value_KeeperThrow","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_BoxCentre","type_value_FirstTouch","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_Volley","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BigChance","type_value_Yellow","type_value_OverRun","type_value_LeadingToAttempt","type_value_OneOnOne","type_value_LastMan","type_value_LeadingToGoal","type_value_FromCorner","type_value_BoxLeft","type_value_SmallBoxRight","type_value_LowRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_BlockedCross","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_HighRight","value_Angle","value_Zone","value_Length","value_StandingSave","value_PassEndY","value_PassEndX","value_Longball","value_Chipped","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_MissLeft","value_CornerTaken","value_Cross","value_LeftFoot","value_Head","value_GoalKick","value_RightFoot","value_MissRight","value_Foul","value_FreekickTaken","value_Throughball","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_IndividualPlay","value_Blocked","value_BlockedY","value_Assisted","value_LowCentre","value_RelatedEventId","value_BlockedX","value_GoalMouthZ","value_OutfielderBlock","value_HighClaim","value_KeeperThrow","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_BoxCentre","value_FirstTouch","value_IntentionalAssist","value_BigChanceCreated","value_Volley","value_MissHigh","value_SmallBoxCentre","value_BigChance","value_Yellow","value_OverRun","value_LeadingToAttempt","value_OneOnOne","value_LastMan","value_LeadingToGoal","value_FromCorner","value_BoxLeft","value_SmallBoxRight","value_LowRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_BlockedCross","value_HighLeft","value_ThrowinSetPiece","value_DirectFreekick","value_KeeperSaveObox","value_HighRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
702,354,39,57,15,29.82,7.616,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,389935,29.82,7.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.95,2818917411,39,NA,56,NA,178,NA,NA,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",11,"Noni Madueke","AMR",TRUE,0,0,0,"N. Madueke",702,34,"Chelsea",702
703,326,39,59,174,75.18,60.384,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,386969,75.18,60.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9833333333333,2818917443,39,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,0,0,0,"N. Williams",703,34,"Chelsea",703
704,356,40,28,15,33.39,0,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 37, 216)",TRUE,361330,37.275,2.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4666666666667,2818918001,40,213,56,212,NA,141,140,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.73","Back","5.2",NA,"3.4","35.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01126267,0.01126267,0,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,4.49994929151011,0,30.7572743997585,"R. James",704,34,"Chelsea",704
705,357,40,29,15,37.38,2.516,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,389935,32.655,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4833333333333,2818918013,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.38","Back","4.9",NA,"2.0","31.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01126267,0.00977659,-0.00148608,"Chelsea","Nottingham Forest",11,"Noni Madueke","AMR",TRUE,-4.77704353648937,0,-166.252289879333,"N. Madueke",705,34,"Chelsea",705
706,358,40,30,15,32.655,1.36,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 124, 36, 37, 216, 218)",TRUE,361330,40.74,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,2818918075,40,213,56,212,178,141,140,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75","Back","11.0",NA,"13.0","38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,10.3573519816901,0,42.774076104886,"R. James",706,34,"Chelsea",706
707,328,40,30,174,65.31,58.004,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,386969,71.505,47.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,2818918057,40,213,56,212,178,141,140,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.25","Center","12.2",NA,"69.9","68.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,10.2589368296847,0,-59.3923941949805,"N. Williams",707,34,"Chelsea",707
708,359,40,32,15,40.74,8.84,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,410175,35.175,18.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5333333333333,2818918095,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.09","Back","11.1",NA,"27.2","33.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01214719,0.01269174,0.00054455,"Chelsea","Nottingham Forest",25,"Moises Caicedo","DMC",TRUE,-2.51560235694539,0,119.955948576812,"M. Caicedo",708,34,"Chelsea",708
709,360,40,34,15,35.28,18.496,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,363496,33.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5666666666667,2818918119,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.46","Back","6.8",NA,"17.5","32.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01269174,0.0105949,-0.00209684,"Chelsea","Nottingham Forest",3,"Marc Cucurella","DL",TRUE,-3.31897057266509,0,-104.28940162163,"M. Cucurella",709,34,"Chelsea",709
710,361,40,35,15,33.6,12.308,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 124, 127, 35, 37, 215, 218)",TRUE,361330,32.865,50.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5833333333333,2818918247,40,213,56,212,178,141,140,1,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.59","Back","38.1",NA,"74.1","31.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01214719,0.01110462,-0.00104257,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,0.649266436417051,0,91.1057555015284,"R. James",710,34,"Chelsea",710
711,361.5,40,38.5,15,32.865,50.388,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,395692,34.965,45.424,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,40.6416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01110462,0.01269174,0.00158712,"Chelsea","Nottingham Forest",20,"Cole Palmer","AMC",TRUE,0,3.01251961042044,-67.0694057210155,"C. Palmer",711,34,"Chelsea",711
712,362,40,42,15,34.965,45.424,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,395692,32.655,26.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,2818918273,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.59","Back","18.6",NA,"39.7","31.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01269174,0.01132376,-0.00136798,"Chelsea","Nottingham Forest",20,"Cole Palmer","AMC",TRUE,-1.72263560335041,0,-97.1449141704714,"C. Palmer",712,34,"Chelsea",712
713,363,40,44,15,32.655,26.996,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,136464,44.52,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7333333333333,2818918329,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.32","Back","20.8",NA,"14.6","42.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01132376,0.0138454,0.00252164,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,7.58876946951244,0,-55.1944978092063,"T. Adarabioyo",713,34,"Chelsea",713
714,364,40,47,15,44.94,10.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,361330,60.06,2.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7833333333333,2818918383,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.81","Right","17.0",NA,"3.8","57.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0138454,0.01473596,0.000890559999999999,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,9.72157806863271,0,-27.1441423056464,"R. James",714,34,"Chelsea",714
715,365,40,51,15,60.9,4.76,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,389935,42.735,22.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.85,2818918435,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.37","Back","25.3",NA,"32.9","40.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0174506,0.01269174,-0.00475886,"Chelsea","Nottingham Forest",11,"Noni Madueke","AMR",TRUE,-10.4284412349235,0,135.885542195604,"N. Madueke",715,34,"Chelsea",715
716,365.5,40,54,15,42.735,22.372,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136464,47.04,29.308,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01429128,0.01484598,0.0005547,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,0,5.1918562664974,58.173170316235,"T. Adarabioyo",716,34,"Chelsea",716
717,366,40,57,15,47.04,29.308,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,136464,53.865,48.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.95,2818918461,40,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22","Center","20.0",NA,"70.7","51.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01484598,0.01685596,0.00200998,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,5.11261705696224,0,70.0161581249054,"T. Adarabioyo",717,34,"Chelsea",717
