"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Length","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Longball","type_value_ThrowIn","type_value_KeeperThrow","type_value_Cross","type_value_RightFoot","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_OtherBodyPart","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_LowLeft","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_RelatedEventId","type_value_BlockedX","type_value_Blocked","type_value_BlockedY","type_value_GoalMouthY","type_value_OutfielderBlock","type_value_MissLeft","type_value_CornerTaken","type_value_MissRight","type_value_LowRight","type_value_FirstTouch","type_value_SixYardBlock","type_value_FromCorner","type_value_LowCentre","type_value_LeadingToAttempt","type_value_Throughball","type_value_BigChanceCreated","type_value_BoxRight","type_value_BigChance","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_LayOff","type_value_ThrowinSetPiece","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_LeftFoot","type_value_GoalKick","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_MissHigh","type_value_Penalty","type_value_KeeperSaved","type_value_HighCentre","type_value_Volley","type_value_BoxLeft","type_value_FastBreak","type_value_SmallBoxLeft","type_value_SavedOffline","type_value_SmallBoxCentre","type_value_DirectFreekick","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_BlockedCross","type_value_SetPiece","type_value_HighLeft","type_value_AerialFoul","type_value_OverRun","value_PassEndX","value_PassEndY","value_Length","value_StandingSave","value_Angle","value_Zone","value_Longball","value_ThrowIn","value_KeeperThrow","value_Cross","value_RightFoot","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_Foul","value_FreekickTaken","value_HeadPass","value_OtherBodyPart","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_LowLeft","value_BoxCentre","value_RegularPlay","value_GoalMouthZ","value_Assisted","value_RelatedEventId","value_BlockedX","value_Blocked","value_BlockedY","value_GoalMouthY","value_OutfielderBlock","value_MissLeft","value_CornerTaken","value_MissRight","value_LowRight","value_FirstTouch","value_SixYardBlock","value_FromCorner","value_LowCentre","value_LeadingToAttempt","value_Throughball","value_BigChanceCreated","value_BoxRight","value_BigChance","value_ParriedDanger","value_Hands","value_KeeperSaveInTheBox","value_OutOfBoxCentre","value_IndividualPlay","value_LayOff","value_ThrowinSetPiece","value_DivingSave","value_Collected","value_KeeperSaveObox","value_LeftFoot","value_GoalKick","value_Yellow","value_LeadingToGoal","value_IntentionalGoalAssist","value_MissHigh","value_Penalty","value_KeeperSaved","value_HighCentre","value_Volley","value_BoxLeft","value_FastBreak","value_SmallBoxLeft","value_SavedOffline","value_SmallBoxCentre","value_DirectFreekick","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_BlockedCross","value_SetPiece","value_HighLeft","value_AerialFoul","value_OverRun","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
620,281,37,6,189,33.495,32.98,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 38, 215, 218)",TRUE,101856,22.68,29.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,2816530641,37,140,141,212,NA,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","43.4","11.4",NA,"3.45","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01132376,0.01016549,-0.00115827,"Brentford","Fulham",6,"Christian Norgaard","DMC",TRUE,-10.9299751052762,0,-162.220734004711,"C. Norgaard",620,34,"Brentford",620
621,283,37,9,189,22.26,28.628,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 215, 218)",TRUE,372724,31.71,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.15,2816530665,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.2","31.5","11.9",NA,"5.63","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",22,"Nathan Collins","DC",TRUE,8.55238705576916,0,-37.3346250304595,"N. Collins",621,34,"Brentford",621
622,317,37,9,189,3.885,34.952,"FirstHalf","Error","Successful",NA,NA,NA,"99",FALSE,372724,3.885,34.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.15,2816535243,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",22,"Nathan Collins","DC",TRUE,0,0,0,"N. Collins",622,34,"Brentford",622
623,281,37,10,170,72.975,41.14,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,136824,80.325,33.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1666666666667,2816530685,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76.5","48.9","10.8",NA,"5.46","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02385149,0.03511326,0.01126177,"Fulham","Brentford",17,"Alex Iwobi","AML",TRUE,8.12494711374837,0,-47.0220718353042,"A. Iwobi",623,35,"Fulham",623
624,282,37,11,170,79.275,34.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,108186,90.195,43.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1833333333333,2816530729,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.9","64.6","14.6",NA,"0.73","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.03511326,0.05491138,0.01979812,"Fulham","Brentford",7,"Raul Jimenez","FW",TRUE,7.90017536922825,0,41.684303451621,"R. Jimenez",624,35,"Fulham",624
625,282.5,37,12.5,170,90.195,43.928,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363686,91.35,40.324,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,37.2083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.05491138,0.10805102,0.05313964,"Fulham","Brentford",32,"Emile Smith Rowe","AMC",TRUE,0,2.78184818609791,-72.2305275055532,"E. S. Rowe",625,35,"Fulham",625
626,283,37,14,170,91.35,40.324,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218)",TRUE,363686,96.075,43.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2333333333333,2816530761,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,154,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.5","64.4","5.9",NA,"0.63","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.10805102,0.06442595,-0.04362507,"Fulham","Brentford",32,"Emile Smith Rowe","AMC",TRUE,1.79467630602217,0,36.2774869667971,"E. S. Rowe",626,35,"Fulham",626
627,284,37,15,170,95.13,44.064,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 1, 3, 11, 12)",TRUE,136824,95.13,44.064,91.7,63.2,19,35.02,TRUE,283,363686,NA,NA,NA,37.25,2816530767,37,NA,NA,NA,178,NA,56,NA,NA,NA,NA,20,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,22,103,29,55,146,82,147,102,NA,NA,NA,NA,NA,328,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,"283","91.7",NA,"63.2","51.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",17,"Alex Iwobi","AML",TRUE,0,0,0,"A. Iwobi",627,35,"Fulham",627
628,284,37,16,189,7.035,26.112,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,372724,7.035,26.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2666666666667,2816530801,37,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",22,"Nathan Collins","DC",TRUE,0,0,0,"N. Collins",628,35,"Fulham",628
629,285,37,26,170,85.89,59.092,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,136824,74.97,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4333333333333,2816530993,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.4","81.0","11.6",NA,"3.49","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02953272,0.02401521,-0.00551751,"Fulham","Brentford",17,"Alex Iwobi","AML",TRUE,-5.14969347020154,0,-159.826704907939,"A. Iwobi",629,35,"Fulham",629
630,285.5,37,27,170,74.97,55.08,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,321020,71.085,53.108,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,37.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02401521,0.02401521,0,"Fulham","Brentford",16,"Sander Berge","DMC",TRUE,0,-2.23725274222421,-153.08795542705,"S. Berge",630,35,"Fulham",630
631,286,37,28,170,71.085,53.108,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,321020,71.925,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4666666666667,2816531061,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.5","63.6","9.9",NA,"4.80","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02401521,0.0241224,0.00010719,"Fulham","Brentford",16,"Sander Berge","DMC",TRUE,4.58383058723881,0,-85.1305756878342,"S. Berge",631,35,"Fulham",631
632,286.5,37,30,170,71.925,43.248,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297395,69.405,35.428,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.0241224,0.02385149,-0.000270909999999999,"Fulham","Brentford",20,"Sasa Lukic","DMC",TRUE,0,-1.28005794684485,-107.861569093321,"S. Lukic",632,35,"Fulham",632
633,287,37,32,170,69.405,35.428,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,297395,73.92,5.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5333333333333,2816531121,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.4","8.8","29.8",NA,"4.86","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02385149,0.02122129,-0.0026302,"Fulham","Brentford",20,"Sasa Lukic","DMC",TRUE,-6.21967803601505,0,-81.2820613926369,"S. Lukic",633,35,"Fulham",633
634,288,37,36,170,72.345,6.732,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,145996,74.445,16.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,2816531243,37,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.9","24.9","10.4",NA,"1.37","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.02122129,0.0241224,0.00290111,"Fulham","Brentford",2,"Kenny Tete","DR",TRUE,7.54391191968555,0,78.3663660010596,"K. Tete",634,35,"Fulham",634
