"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Head","type_value_Chipped","type_value_LayOff","type_value_Cross","type_value_RightFoot","type_value_GoalKick","type_value_OtherBodyPart","type_value_HighClaim","type_value_LastMan","type_value_BoxCentre","type_value_GoalMouthY","type_value_RegularPlay","type_value_GoalMouthZ","type_value_IndividualPlay","type_value_MissRight","type_value_LeftFoot","type_value_BlockedCross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedX","type_value_Assisted","type_value_RelatedEventId","type_value_FirstTouch","type_value_BlockedY","type_value_LowLeft","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OverRun","type_value_OutOfBoxCentre","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Yellow","type_value_MissLeft","type_value_CornerTaken","type_value_MissHigh","type_value_BigChanceCreated","type_value_BigChance","type_value_ParriedDanger","type_value_Feet","type_value_LowRight","type_value_VoidYellowCard","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OutOfBoxRight","type_value_Throughball","type_value_SecondYellow","type_value_BoxRight","type_value_HighRight","type_value_ParriedSafe","type_value_FromCorner","type_value_BoxLeft","type_value_SixYardBlock","type_value_Volley","type_value_SmallBoxRight","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndX","value_Zone","value_PassEndY","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Head","value_Chipped","value_LayOff","value_Cross","value_RightFoot","value_GoalKick","value_OtherBodyPart","value_HighClaim","value_LastMan","value_BoxCentre","value_GoalMouthY","value_RegularPlay","value_GoalMouthZ","value_IndividualPlay","value_MissRight","value_LeftFoot","value_BlockedCross","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedX","value_Assisted","value_RelatedEventId","value_FirstTouch","value_BlockedY","value_LowLeft","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_KeeperThrow","value_OverRun","value_OutOfBoxCentre","value_LowCentre","value_Blocked","value_OutfielderBlock","value_Yellow","value_MissLeft","value_CornerTaken","value_MissHigh","value_BigChanceCreated","value_BigChance","value_ParriedDanger","value_Feet","value_LowRight","value_VoidYellowCard","value_LeadingToGoal","value_IntentionalGoalAssist","value_SmallBoxCentre","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OutOfBoxRight","value_Throughball","value_SecondYellow","value_BoxRight","value_HighRight","value_ParriedSafe","value_FromCorner","value_BoxLeft","value_SixYardBlock","value_Volley","value_SmallBoxRight","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
692,387,45,51,183,80.64,68,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 212, 36, 38, 217)",TRUE,357073,99.75,38.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.85,2812788331,45,213,140,56,141,NA,212,1,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.27","95.0","Center","56.7",NA,"35.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",24,"Antoine Semenyo","AML",TRUE,34.8747114052816,0,-57.0152734801199,"A. Semenyo",692,36,"Aston Villa",692
693,283,45,53,24,5.88,28.9,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,102248,5.88,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8833333333333,2812788333,45,NA,NA,56,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,0,0,0,"E. Martinez",693,36,"Aston Villa",693
694,388,45,53,183,99.12,39.1,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,468852,99.12,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8833333333333,2812788337,45,NA,NA,56,NA,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",2,"Dean Huijsen","DC",TRUE,0,0,0,"D. Huijsen",694,36,"Aston Villa",694
695,284,45,53,24,2.94,30.328,"FirstHalf","Claim","Successful",NA,NA,NA,"c(91, 93, 104)",TRUE,102248,2.94,30.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8833333333333,2812788341,45,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,0,0,0,"E. Martinez",695,36,"Aston Villa",695
696,284.5,45,58,24,2.94,30.328,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,102248,15.225,26.112,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,45.9666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.00941056,0.01082722,0.00141666,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,0,12.0051660043391,-18.9413359677077,"E. Martinez",696,36,"Aston Villa",696
697,285,46,3,24,15.225,26.112,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 37, 215, 218)",TRUE,102248,15.225,47.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.05,2812788515,46,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.57","14.5","Back","69.2",NA,"20.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01082722,0.00977745,-0.00104977,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,-0.59853146311734,0,90,"E. Martinez",697,36,"Aston Villa",697
698,286,46,5,24,15.225,47.056,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,123167,9.345,28.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0833333333333,2812788623,46,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.41","8.9","Back","41.4",NA,"19.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.00977745,0.01082722,0.00104977,"Aston Villa","Bournemouth",5,"Tyrone Mings","DC",TRUE,-5.11419479689883,0,-107.278059396845,"T. Mings",698,36,"Aston Villa",698
699,287,46,11,24,10.815,26.384,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,102248,15.225,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1833333333333,2812788691,46,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.96","14.5","Back","13.5",NA,"17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01082722,0.00878589,-0.00204133,"Aston Villa","Bournemouth",23,"Emiliano Martinez","GK",TRUE,1.34961144810549,0,-75.6226117929842,"E. Martinez",699,36,"Aston Villa",699
700,288,46,14,24,17.745,8.16,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 37, 216, 218)",TRUE,301440,59.745,8.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2333333333333,2812788749,46,213,140,56,141,178,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.01","56.9","Right","12.8",NA,"42.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.00844854,0.01611813,0.00766959,"Aston Villa","Bournemouth",4,"Ezri Konsa","DC",TRUE,39.1557860090347,0,0.742075267192395,"E. Konsa",700,36,"Aston Villa",700
701,289,46,18,24,61.74,9.928,"FirstHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,362824,61.74,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3,2812788751,46,NA,NA,56,NA,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Aston Villa","Bournemouth",27,"Morgan Rogers","AMR",TRUE,0,0,0,"M. Rogers",701,36,"Aston Villa",701
702,390,46,18,183,43.26,58.072,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,424273,43.26,58.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3,2812788787,46,NA,NA,56,NA,178,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,NA,NA,NA,"Bournemouth","Aston Villa",3,"Milos Kerkez","DL",TRUE,0,0,0,"M. Kerkez",702,36,"Aston Villa",702
703,290,46,24,24,48.195,19.244,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,137467,46.305,32.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,2812788899,46,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.71","44.1","Back","47.7",NA,"13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01429128,0.01484598,0.0005547,"Aston Villa","Bournemouth",21,"Marco Asensio","AMC",TRUE,-0.025565621864537,0,98.1532069608105,"M. Asensio",703,36,"Aston Villa",703
704,290.5,46,25,24,46.305,32.436,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,400815,48.3,36.652,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,46.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01484598,0.01484598,0,"Aston Villa","Bournemouth",24,"Amadou Onana","DMC",TRUE,0,1.95384721358874,64.6766117193918,"A. Onana",704,36,"Aston Villa",704
705,291,46,26,24,48.3,36.652,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,400815,65.73,39.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4333333333333,2812788949,46,213,140,56,141,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","62.6","Center","57.8",NA,"17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.01484598,0.0199707,0.00512472,"Aston Villa","Bournemouth",24,"Amadou Onana","DMC",TRUE,17.1354130778083,0,8.65128460628608,"A. Onana",705,36,"Aston Villa",705
706,291.5,46,27,24,65.73,39.304,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,369813,69.93,38.012,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,46.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:42:32",11248,"Vitality Stadium","Stuart Attwell","0 : 1",183,24,0.0199707,0.02385149,0.00388079,"Aston Villa","Bournemouth",41,"Jacob Ramsey","AML",TRUE,0,4.32783337926468,-17.0988944235145,"J. Ramsey",706,36,"Aston Villa",706
