"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_Zone","type_value_Angle","type_value_StandingSave","type_value_Length","type_value_PassEndY","type_value_Longball","type_value_RightFoot","type_value_Cross","type_value_RegularPlay","type_value_FirstTouch","type_value_SmallBoxCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_LowRight","type_value_GoalMouthY","type_value_HeadPass","type_value_Chipped","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Foul","type_value_FreekickTaken","type_value_MissLeft","type_value_CornerTaken","type_value_Head","type_value_KeeperThrow","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_Assisted","type_value_IndividualPlay","type_value_RelatedEventId","type_value_BlockedX","type_value_BlockedY","type_value_Blocked","type_value_BoxLeft","type_value_OutfielderBlock","type_value_ThrowIn","type_value_LayOff","type_value_LeftFoot","type_value_OtherBodyPart","type_value_OutOfBoxCentre","type_value_MissRight","type_value_GoalKick","type_value_ParriedSafe","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_FromCorner","type_value_Collected","type_value_KeeperSaveObox","type_value_OverRun","type_value_MissHigh","type_value_BlockedCross","type_value_IntentionalAssist","type_value_BoxCentre","type_value_Yellow","type_value_DeepBoxRight","type_value_DeepBoxLeft","type_value_HighClaim","type_value_LastMan","type_value_SetPiece","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_Penalty","type_value_KeeperWentWide","type_value_BoxRight","type_value_HighRight","type_value_LeadingToAttempt","type_value_LowLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighCentre","type_value_Throughball","type_value_BigChanceCreated","type_value_SmallBoxLeft","type_value_Volley","type_value_KeeperMissed","type_value_PenaltyShootoutConcededGK","type_value_KeeperSaved","value_PassEndX","value_Zone","value_Angle","value_StandingSave","value_Length","value_PassEndY","value_Longball","value_RightFoot","value_Cross","value_RegularPlay","value_FirstTouch","value_SmallBoxCentre","value_BigChance","value_GoalMouthZ","value_LowRight","value_GoalMouthY","value_HeadPass","value_Chipped","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_Foul","value_FreekickTaken","value_MissLeft","value_CornerTaken","value_Head","value_KeeperThrow","value_ShotAssist","value_KeyPass","value_LowCentre","value_Assisted","value_IndividualPlay","value_RelatedEventId","value_BlockedX","value_BlockedY","value_Blocked","value_BoxLeft","value_OutfielderBlock","value_ThrowIn","value_LayOff","value_LeftFoot","value_OtherBodyPart","value_OutOfBoxCentre","value_MissRight","value_GoalKick","value_ParriedSafe","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_FromCorner","value_Collected","value_KeeperSaveObox","value_OverRun","value_MissHigh","value_BlockedCross","value_IntentionalAssist","value_BoxCentre","value_Yellow","value_DeepBoxRight","value_DeepBoxLeft","value_HighClaim","value_LastMan","value_SetPiece","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_Penalty","value_KeeperWentWide","value_BoxRight","value_HighRight","value_LeadingToAttempt","value_LowLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighCentre","value_Throughball","value_BigChanceCreated","value_SmallBoxLeft","value_Volley","value_KeeperMissed","value_PenaltyShootoutConcededGK","value_KeeperSaved","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1225,454,53,19,63,104.475,67.66,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218)",TRUE,365409,102.27,34.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,2787455325,54,140,56,213,178,212,141,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.4","Center","4.65",NA,"32.9","51.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",19,"Julian Alvarez","FW",TRUE,30.7945372421657,0,-93.8487647389793,"J. Alvarez",1225,55,"Atletico",1225
1226,581,53,21,52,3.885,30.6,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,353423,0,40.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7833333333333,2787455339,54,140,56,213,NA,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","Back","2.03",NA,"10.6","59.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,0,0,112.19979344205,"A. Tchouameni",1226,55,"Atletico",1226
1227,455,53,23,63,104.58,30.532,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,365409,104.58,30.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8166666666667,2787455345,54,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",19,"Julian Alvarez","FW",TRUE,0,0,0,"J. Alvarez",1227,55,"Atletico",1227
1228,582,53,23,52,0.42,37.468,"SecondHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,353423,0.42,37.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8166666666667,2787455349,54,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,0,0,0,"A. Tchouameni",1228,55,"Atletico",1228
1229,456,53,56,63,104.475,0.34,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218)",TRUE,80241,101.115,27.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3666666666667,2787455547,54,140,56,213,178,212,141,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.3","Center","1.69",NA,"27.5","40.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",7,"Antoine Griezmann","FW",TRUE,26.2420861203957,0,97.0073533268091,"A. Griezmann",1229,55,"Atletico",1229
1230,583,53,57,52,3.57,40.256,"SecondHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,379868,3.57,40.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3833333333333,2787455543,54,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",5,"Jude Bellingham","ML",TRUE,0,0,0,"J. Bellingham",1230,55,"Atletico",1230
1231,457,53,57,63,101.43,27.744,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,361812,101.43,27.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3833333333333,2787455551,54,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",23,"Reinildo","DL",TRUE,0,0,0,"Reinildo",1231,55,"Atletico",1231
1232,584,53,57,52,3.57,40.12,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,379868,30.975,38.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3833333333333,2787455577,54,140,56,213,NA,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.5","Back","6.23",NA,"27.4","56.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",5,"Jude Bellingham","ML",TRUE,0,0,-2.98282953186332,"J. Bellingham",1232,55,"Atletico",1232
1233,458,54,0,63,73.71,29.716,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 205, 36, 37, 217, 218)",TRUE,434138,89.985,30.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4333333333333,2787455599,55,140,56,213,NA,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.7","Center","0.04",NA,"16.3","44.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.02385149,0.10805102,0.08419953,"Atletico","Real Madrid",8,"Pablo Barrios","MC",TRUE,16.1244216000922,0,2.15351786934678,"P. Barrios",1233,55,"Atletico",1233
1234,459,54,2,63,90.09,30.464,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 217, 218)",TRUE,361812,95.445,34.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4666666666667,2787455607,55,140,56,213,NA,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.9","Center","0.67",NA,"6.8","51.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",23,"Reinildo","DL",TRUE,5.744390702349,0,38.2134146411685,"Reinildo",1234,55,"Atletico",1234
1235,585,54,3,52,9.66,36.38,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,104010,28.77,12.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4833333333333,2787455627,55,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.4","Back","5.40",NA,"30.3","19.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",22,"Antonio Rudiger","DC",TRUE,0,0,-50.8344973158126,"A. Rudiger",1235,56,"Real Madrid",1235
1236,460,54,6,63,74.34,57.392,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,422918,74.34,57.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5333333333333,2787455625,55,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",22,"Giuliano Simeone","MR",TRUE,0,0,0,"G. Simeone",1236,56,"Real Madrid",1236
1237,587,54,20,52,19.11,0,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 37, 215)",TRUE,344644,8.085,12.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7666666666667,2787455729,55,140,56,213,NA,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7","Back","2.27",NA,"17.1","18.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.00844854,0.00750072,-0.000947819999999999,"Real Madrid","Atletico",8,"Federico Valverde","DR",TRUE,-6.92337240802898,0,131.695834807425,"F. Valverde",1237,56,"Real Madrid",1237
1238,588,54,23,52,8.085,13.124,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,534899,6.3,31.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8166666666667,2787455743,55,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0","Back","1.67",NA,"18.2","45.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.00750072,0.00941056,0.00190984,"Real Madrid","Atletico",35,"Raul Asencio","DC",TRUE,0.398538218711849,0,95.6359406982935,"R. Asencio",1238,56,"Real Madrid",1238
1239,588.5,54,24.5,52,6.3,31.212,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,73798,10.08,37.536,NA,NA,NA,NA,NA,589,NA,NA,NA,NA,54.8416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.00941056,0.01082722,0.00141666,"Real Madrid","Atletico",1,"Thibaut Courtois","GK",TRUE,0,3.75352931455112,59.1322698241284,"T. Courtois",1239,56,"Real Madrid",1239
